x, y, z, intensity, ring
0.255073,0.410111,-0.12941,15,0
9.48981,15.252,0.31355,30,8
0.313056,0.502945,-0.13677,13,1
12.4069,19.9247,1.2301,15,9
3.28863,5.28135,-1.20935,21,2
13.4156,21.5363,2.21986,11,10
3.68376,5.91131,-1.10318,23,3
15.3095,24.5574,3.55322,22,11
4.22394,6.77286,-0.980073,26,4
15.2661,24.4688,4.56789,35,12
4.9019,7.85688,-0.8102,16,5
16.0456,25.7083,5.89066,18,13
5.85701,9.38046,-0.579568,37,6
18.1132,28.9985,7.89353,11,14
7.3086,11.6962,-0.240738,97,7
17.9837,28.7687,9.09076,30,15
0.277023,0.441956,-0.139762,14,0
9.50157,15.1527,0.312189,22,8
0.304454,0.485341,-0.132271,14,1
12.5507,19.9997,1.23743,18,9
3.30078,5.25986,-1.20706,21,2
14.371,22.8916,2.36471,26,10
3.70332,5.89674,-1.10286,20,3
15.8354,25.2048,3.65486,23,11
4.23699,6.74126,-0.977636,27,4
15.0139,23.8786,4.46746,34,12
4.91657,7.81948,-0.808108,16,5
16.2534,25.84,5.93378,19,13
5.87483,9.33629,-0.578103,37,6
18.2829,29.0439,7.92323,11,14
7.31314,11.6131,-0.239552,97,7
18.2014,28.8921,9.14977,31,15
0.282691,0.447519,-0.141833,14,0
9.52662,15.0755,0.311281,26,8
0.304064,0.480981,-0.131371,14,1
12.82,20.2714,1.25701,16,9
3.31702,5.24499,-1.20629,26,2
14.5446,22.9895,2.38005,13,10
3.72494,5.88545,-1.10318,23,3
15.18,23.9753,3.48424,44,11
4.24881,6.70798,-0.974955,27,4
15.0612,23.7693,4.45682,25,12
4.93317,7.78544,-0.806365,18,5
16.2699,25.667,5.90707,9,13
5.88813,9.28537,-0.576219,37,6
18.4238,29.0425,7.94032,23,14
7.29578,11.4963,-0.237667,99,7
18.2618,28.7648,9.12958,15,15
0.311224,0.488901,-0.155291,12,0
9.55985,15.0118,0.310653,24,8
0.3204,0.502927,-0.13767,13,1
12.267,19.248,1.19619,1,9
3.32581,5.21848,-1.20286,26,2
14.5583,22.8344,2.36924,52,10
3.73378,5.85409,-1.09973,27,3
15.3778,24.1012,3.51032,11,11
4.26472,6.6814,-0.973249,28,4
15.2557,23.8914,4.48967,9,12
4.95603,7.76146,-0.805668,16,5
16.2347,25.4148,5.86203,18,13
5.90867,9.24625,-0.575068,37,6
18.6248,29.1339,7.98306,23,14
7.31108,11.432,-0.236864,100,7
18.3433,28.6716,9.12027,23,15
0.292067,0.455291,-0.144939,14,0
9.57332,14.9177,0.309396,26,8
0.315836,0.491966,-0.134971,14,1
3.33022,5.18536,-1.1979,21,2
14.6552,22.8103,2.37203,26,10
3.75526,5.84268,-1.10005,23,3
