x, y, z, intensity, ring
0.177477,0.449172,-0.12941,15,0
6.99729,17.7002,0.332224,30,8
0.224342,0.567201,-0.140819,26,1
7.03829,17.7858,1.00244,2,9
2.5378,6.41303,-1.34062,23,2
7.37922,18.6378,1.75375,14,10
2.9122,7.35164,-1.25241,20,3
7.9416,20.0378,2.64651,25,11
3.42229,8.63051,-1.13997,17,4
7.74287,19.5165,3.32548,38,12
4.09764,10.3284,-0.972135,23,5
7.84723,19.7694,4.13445,17,13
5.19789,13.0883,-0.738042,35,6
9.31223,23.4363,5.82218,42,14
6.54443,16.4621,-0.309222,61,7
12.1413,30.5252,8.80244,7,15
0.184773,0.462903,-0.133551,15,0
7.0835,17.7369,0.333376,50,8
0.216197,0.541079,-0.134521,28,1
7.21154,18.0393,1.01814,30,9
2.55434,6.38955,-1.33757,23,2
7.74759,19.3704,1.82522,32,10
2.93344,7.33042,-1.25054,16,3
8.05577,20.1205,2.66114,25,11
3.4428,8.59456,-1.1368,16,4
7.81536,19.5003,3.32736,21,12
4.12182,10.2844,-0.969346,23,5
7.86358,19.6107,4.10697,23,13
5.21305,12.9941,-0.73375,32,6
8.53234,21.257,5.28815,39,14
6.31792,15.7322,-0.295923,31,7
12.3392,30.7103,8.86818,14,15
0.189278,0.469422,-0.135621,15,0
7.15061,17.7251,0.33362,48,8
0.221002,0.54755,-0.13632,27,1
7.26923,18.001,1.01741,20,9
2.57075,6.36603,-1.33452,26,2
7.57409,18.7465,1.76891,3,10
2.95309,7.30549,-1.24803,26,3
8.20037,20.2763,2.68551,32,11
3.45863,8.54752,-1.13217,16,4
8.04869,19.8812,3.39713,48,12
4.14751,10.2397,-0.966557,23,5
7.93493,19.5904,4.1085,23,13
5.21037,12.8573,-0.727051,39,6
9.51517,23.4683,5.84648,14,14
6.74864,16.6366,-0.313375,100,7
12.45,30.676,8.87076,29,15
0.189539,0.465147,-0.134586,15,0
6.81325,16.7204,0.315156,41,8
0.231005,0.566625,-0.141269,13,1
7.45573,18.2788,1.03458,39,9
2.58145,6.32567,-1.32803,26,2
7.60735,18.6319,1.76072,36,10
2.97387,7.27999,-1.24553,20,3
8.17802,20.0196,2.65529,12,11
3.48093,8.51703,-1.12973,22,4
7.9057,19.3337,3.30828,24,12
4.16664,10.1846,-0.962722,22,5
8.72434,21.3145,4.47676,13,13
5.23021,12.7716,-0.723283,35,6
8.75073,21.3577,5.32864,46,14
6.80364,16.6055,-0.313236,100,7
12.1335,29.5991,8.57157,6,15
0.210277,0.510931,-0.148044,13,0
6.9316,16.834,0.317773,22,8
0.230111,0.558567,-0.13947,13,1
7.52101,18.2564,1.03479,36,9
2.59828,6.30391,-1.32536,21,2
8.07567,19.5833,1.85328,37,10
2.98947,7.24582,-1.24146,23,3
8.13772,19.7143,2.61873,12,11
3.49925,8.47302,-1.12559,15,4
7.97842,19.3188,3.31047,42,12
4.17325,10.1,-0.956098,22,5
9.52473,23.0402,4.84617,21,13
5.21522,12.6093,-0.715119,35,6
12.0143,29.0339,7.25422,42,14
6.89444,16.6611,-0.314737,100,7
12.1089,29.2478,8.48202,33,15
0.200196,0.481651,-0.139762,14,0
7.03881,16.9346,0.320112,41,8
0.234955,0.564999,-0.141269,26,1
7.58623,18.2337,1.035,23,9
2.62405,6.30386,-1.32727,26,2
7.80463,18.7402,1.77606,22,10
3.00513,7.21581,-1.23802,20,3
8.18397,19.6414,2.61264,36,11
3.52656,8.45953,-1.12534,19,4
4.1939,10.0505,-0.952787,22,5
9.59655,22.9977,4.84388,9,13
5.23315,12.5348,-0.711874,35,6
12.1361,29.055,7.26952,10,14
6.90784,16.5299,-0.312712,100,7
12.1751,29.1198,8.45717,33,15
0.186845,0.445356,-0.12941,15,0
7.01429,16.7108,0.316342,20,8
0.230889,0.549801,-0.13767,13,1
7.58717,18.058,1.02652,21,9
2.64113,6.28608,-1.32536,26,2
8.34775,19.8585,1.88466,17,10
3.02341,7.18889,-1.23521,18,3
8.23478,19.5706,2.60703,42,11
3.53912,8.40692,-1.11998,19,4
8.60075,20.4205,3.50945,22,12
4.20787,9.99061,-0.948429,24,5
11.7725,27.9375,5.89295,4,13
5.23963,12.4281,-0.70685,35,6
8.84219,20.963,5.25261,49,14
7.0728,16.76,-0.317529,82,7
12.3248,29.191,8.4903,26,15
0.195934,0.46249,-0.134586,15,0
7.10067,16.7525,0.317599,1,8
0.23585,0.556168,-0.13947,13,1
7.5737,17.8512,1.01626,24,9
2.65386,6.25513,-1.32078,26,2
7.95849,18.749,1.78199,18,10
3.04462,7.1692,-1.23364,22,3
8.34262,19.6349,2.61946,25,11
3.55913,8.37259,-1.11705,19,4
8.49803,19.9813,3.43906,24,12
4.22947,9.94469,-0.945466,22,5
10.0566,23.6346,4.99271,6,13
5.28376,12.4116,-0.706954,35,6
8.88095,20.8513,5.23236,44,14
7.17358,16.8345,-0.319414,100,7
14.8609,34.8576,10.1535,19,15
0.227939,0.532849,-0.155291,12,0
7.11267,16.6192,0.31554,58,8
0.239324,0.558924,-0.140369,26,1
8.04559,18.7899,1.07121,37,9
2.66563,6.22237,-1.31582,26,2
8.0333,18.7431,1.78408,11,10
3.06418,7.14582,-1.23145,21,3
8.35868,19.4835,2.60313,18,11
3.57737,8.33458,-1.11364,17,4
8.56814,19.9621,3.44062,37,12
4.24528,9.88593,-0.941282,22,5
9.09132,21.1606,4.47676,13,13
5.33257,12.4059,-0.707687,35,6
8.94752,20.8059,5.22876,16,14
7.11245,16.5388,-0.314248,82,7
15.0642,35.0122,10.213,19,15
0.20069,0.464657,-0.135621,15,0
7.48412,17.328,0.329467,30,8
0.238084,0.550972,-0.13857,27,1
7.53019,17.4179,0.994488,9,9
2.68577,6.20942,-1.31506,23,2
7.93567,18.3383,1.74817,29,10
3.08786,7.13562,-1.23145,23,3
9.71907,22.4487,3.00359,16,11
3.59552,8.30082,-1.11072,19,4
9.01714,20.8075,3.59174,23,12
4.2655,9.83814,-0.938144,22,5
9.0568,20.889,4.42562,25,13
5.38243,12.4083,-0.708838,35,6
9.88847,22.7854,5.73445,48,14
7.1335,16.4295,-0.312642,100,7
14.9823,34.4899,10.0758,9,15
7.62769,17.4924,0.333097,58,8
0.241565,0.55371,-0.13947,13,1
7.57096,17.3457,0.991871,7,9
2.70242,6.19149,-1.31315,23,2
7.98847,18.2936,1.74643,25,10
3.09693,7.08859,-1.22519,26,3
8.50144,19.4498,2.6063,18,11
3.61811,8.27366,-1.10877,16,4
4.28783,9.79582,-0.93553,24,5
12.3762,28.2743,5.99942,9,13
5.42651,12.3913,-0.708943,35,6
10.0219,22.8739,5.7655,21,14
7.08484,16.1627,-0.308035,83,7
15.1321,34.5046,10.0955,9,15
0.214826,0.487998,-0.142868,14,0
7.77249,17.656,0.336727,38,8
0.235641,0.535029,-0.134971,28,1
7.60166,17.2516,0.987998,12,9
2.71955,6.16896,-1.31048,23,2
8.07315,18.3043,1.75026,29,10
3.11252,7.0537,-1.22113,25,3
8.55886,19.3964,2.60313,12,11
3.64136,8.24827,-1.10706,17,4
9.11829,20.6447,3.57453,53,12
4.31153,9.7571,-0.933264,22,5
12.4592,28.182,5.98949,19,13
5.45007,12.322,-0.706117,32,6
10.086,22.7925,5.75425,7,14
7.2723,16.4341,-0.31369,100,7
15.2306,34.4021,10.081,9,15
0.216528,0.487246,-0.142868,14,0
7.78841,17.5177,0.334632,16,8
0.239185,0.537723,-0.13587,13,1
7.71054,17.3344,0.994279,27,9
2.73708,6.15047,-1.30857,21,2
8.1913,18.398,1.76194,29,10
3.1323,7.03197,-1.21925,21,3
9.93731,22.2986,2.9975,41,11
3.66025,8.20949,-1.10365,17,4
9.18306,20.5965,3.57171,36,12
4.33583,9.72016,-0.931172,24,5
12.5695,28.1653,5.99522,4,13
5.45723,12.2227,-0.701511,32,6
10.1742,22.7767,5.7592,35,14
6.72691,15.0593,-0.287895,31,7
15.6146,34.9396,10.2544,19,15
0.205577,0.458285,-0.134586,15,0
7.94549,17.7126,0.338856,36,8
0.239371,0.533371,-0.134971,14,1
7.76691,17.2983,0.993755,9,9
2.74807,6.11759,-1.30361,23,2
8.34204,18.5619,1.78042,30,10
3.15156,7.01253,-1.21769,22,3
8.83408,19.6476,2.64505,6,11
3.67442,8.16834,-1.09975,17,4
9.42595,20.9444,3.63773,19,12
4.36727,9.69951,-0.930649,24,5
13.2262,29.3748,6.26197,10,13
5.48625,12.179,-0.700046,32,6
10.2921,22.837,5.78304,28,14
6.80245,15.0868,-0.288872,15,7
15.6316,34.6524,10.1861,19,15
0.205502,0.45408,-0.133551,15,0
7.9652,17.5918,0.337076,23,8
0.25088,0.553833,-0.140369,26,1
7.81901,17.2529,0.992709,11,9
2.76186,6.09414,-1.30055,21,2
8.44386,18.623,1.78896,26,10
3.16704,6.9817,-1.21424,20,3
8.79597,19.3816,2.61337,6,11
3.69799,8.14462,-1.09829,17,4
10.5742,23.2782,4.04946,26,12
4.39447,9.67409,-0.929603,24,5
9.60518,21.1353,4.51263,13,13
5.50971,12.118,-0.697638,35,6
10.3984,22.8595,5.79789,35,14
6.84348,15.0375,-0.288384,7,7
15.6428,34.3568,10.1152,9,15
0.200665,0.439303,-0.12941,15,0
7.89274,17.2711,0.331456,32,8
0.239847,0.524598,-0.133171,14,1
8.1334,17.7813,1.02474,1,9
2.78148,6.08089,-1.29979,23,2
9.15799,20.012,1.92544,26,10
3.18399,6.95444,-1.21143,22,3
3.70986,8.09557,-1.09341,17,4
12.3825,27.0084,4.70586,14,12
4.41742,9.63515,-0.927337,20,5
9.70999,21.1694,4.52713,10,13
5.54281,12.0787,-0.696487,35,6
10.9823,23.9211,6.07683,23,14
6.86587,14.9481,-0.287127,15,7
15.657,34.072,10.0474,18,15
0.210285,0.456143,-0.134586,15,0
8.05013,17.4541,0.335505,34,8
0.248209,0.537913,-0.13677,27,1
7.97693,17.2795,0.997419,23,9
2.80187,6.06936,-1.29941,21,2
9.21359,19.9492,1.92248,8,10
3.2041,6.93432,-1.20986,20,3
9.17345,19.8441,2.68429,13,11
3.72726,8.05914,-1.09024,16,4
9.63729,20.8284,3.63491,23,12
4.44266,9.60159,-0.925594,20,5
13.9512,30.1379,6.45545,11,13
5.54885,11.9813,-0.691986,35,6
11.0616,23.8738,6.07458,31,14
7.47896,16.1341,-0.310409,83,7
15.6466,33.7385,9.96505,9,15
0.203727,0.437891,-0.12941,15,0
7.976,17.1358,0.32992,18,8
0.246794,0.529977,-0.134971,28,1
8.79292,18.8737,1.0912,34,9
2.81723,6.04709,-1.29674,23,2
8.71838,18.7052,1.80552,7,10
3.22495,6.91593,-1.20861,21,3
3.73774,8.00831,-1.08512,17,4
9.70995,20.7946,3.63491,17,12
4.47446,9.58241,-0.925245,20,5
13.837,29.6195,6.3547,11,13
5.57796,11.9348,-0.690416,32,6
11.305,24.1775,6.16186,24,14
7.37848,15.7728,-0.303951,91,7
10.6905,22.8425,6.75777,44,15
0.221674,0.472151,-0.139762,14,0
8.41749,17.9205,0.345593,25,8
0.252787,0.537931,-0.13722,27,1
8.86895,18.8646,1.09246,11,9
2.83248,6.02478,-1.29407,21,2
10.4712,22.2624,2.1524,11,10
3.24066,6.88675,-1.20548,25,3
9.30415,19.7634,2.6821,32,11
3.75214,7.96648,-1.08122,20,4
9.92898,21.0715,3.68935,18,12
4.50278,9.55592,-0.924199,16,5
13.9068,29.5,6.33944,21,13
5.59403,11.861,-0.687276,35,6
10.8779,23.054,5.88517,29,14
7.42153,15.7217,-0.303462,83,7
10.8683,23.0129,6.81936,12,15
8.2376,17.3797,0.335714,25,8
0.252158,0.531763,-0.13587,13,1
12.1005,25.5065,1.47954,13,9
2.8476,6.00244,-1.2914,23,2
9.1785,19.3386,1.8728,37,10
3.26214,6.87005,-1.20455,22,3
9.43015,19.8509,2.69843,19,11
3.77736,7.94796,-1.08049,22,4
10.0712,21.1812,3.71469,33,12
4.51302,9.49156,-0.919493,15,5
10.9762,23.0741,4.96676,35,13
5.61736,11.8036,-0.685078,35,6
11.0203,23.1461,5.91846,37,14
7.16507,15.0421,-0.290827,77,7
10.8522,22.7725,6.75932,40,15
0.229964,0.48105,-0.142868,14,0
8.0808,16.8962,0.326918,10,8
0.259901,0.543184,-0.13902,26,1
8.79975,18.3912,1.06849,5,9
2.86514,5.98538,-1.28987,23,2
8.98606,18.7638,1.82016,23,10
3.26903,6.82299,-1.19829,27,3
9.56202,19.9486,2.71622,40,11
