x, y, z, intensity, ring
-0.278582,-0.508209,-0.155291,12,0
-0.233629,-0.422695,-0.12941,15,0
-0.248191,-0.445545,-0.136656,14,0
-0.289337,-0.506235,-0.113341,16,2
-0.941461,-1.64388,0.300041,1,12
-0.291102,-0.505222,-0.113341,16,2
-0.925464,-1.60295,0.293158,1,12
-0.290916,-0.501251,-0.155291,12,0
-0.292952,-0.504152,-0.113341,16,2
-0.93006,-1.598,0.292845,2,12
-0.292664,-0.500233,-0.155291,12,0
-0.29471,-0.503126,-0.113341,16,2
-0.933911,-1.59118,0.29222,3,12
-0.296465,-0.502094,-0.113341,16,2
-0.940465,-1.58961,0.292533,2,12
-0.298216,-0.501056,-0.113341,16,2
-0.970007,-1.6272,0.300041,1,12
-0.299963,-0.500012,-0.113341,16,2
-0.301619,-0.499015,-0.113341,16,2
-0.303359,-0.497959,-0.113341,16,2
-1.04468,-1.70277,0.0348699,1,8
-0.305096,-0.496897,-0.113341,16,2
-1.0293,-1.66528,0.0341718,5,8
-1.0633,-1.71894,0.105928,1,9
-0.306828,-0.495829,-0.113341,16,2
-1.04356,-1.67525,0.034451,7,8
-1.0714,-1.71861,0.106137,4,9
-0.308471,-0.494809,-0.113341,16,2
-1.04515,-1.66482,0.0343114,5,8
-1.07102,-1.70471,0.105509,5,9
-0.297663,-0.47378,-0.108761,17,2
-1.07719,-1.71386,0.1771,1,10
-1.0527,-1.6736,0.242764,1,11
-1.07269,-1.69421,0.105091,1,9
-0.284612,-0.449516,-0.103418,18,2
-1.07357,-1.69494,0.175532,6,10
-1.0968,-1.73028,0.251538,1,11
-0.281955,-0.4419,-0.101892,19,2
-1.08484,-1.69958,0.176403,1,10
-0.315349,-0.490454,-0.113341,16,2
-0.295709,-0.456397,-0.105708,18,2
-0.29086,-0.445499,-0.103418,18,2
-0.320468,-0.487124,-0.113341,16,2
-1.11647,-1.68489,0.105928,1,9
-0.283041,-0.427143,-0.0996023,19,2
-1.1778,-1.76403,0.111162,1,9
-0.323776,-0.484932,-0.113341,16,2
-1.1199,-1.67669,0.176403,1,10
-1.11449,-1.65792,0.0348699,1,8
-1.1505,-1.7102,0.108021,1,9
-0.30355,-0.45122,-0.105708,18,2
-1.12575,-1.67277,0.176403,1,10
-1.04422,-1.54754,0.431006,1,14
-1.12027,-1.65402,0.0348699,1,8
-1.11837,-1.64996,0.104463,1,9
-0.327154,-0.48266,-0.113341,16,2
-1.13158,-1.66883,0.176403,1,10
-1.04962,-1.54389,0.431006,1,14
-1.15086,-1.68583,0.106975,1,9
-0.328837,-0.481515,-0.113341,16,2
-1.1374,-1.66487,0.176403,1,10
-1.05473,-1.5404,0.431006,1,14
-0.285929,-0.415718,-0.0980758,19,2
-1.14291,-1.66109,0.176403,1,10
-1.05984,-1.53689,0.431006,1,14
-0.332023,-0.479323,-0.113341,16,2
-1.05185,-1.51398,0.425607,1,14
-0.333694,-0.478161,-0.113341,16,2
-1.07054,-1.52946,0.431006,1,14
-0.308261,-0.438449,-0.104182,18,2
-1.07587,-1.52571,0.431006,1,14
-0.323407,-0.456595,-0.108761,17,2
-1.08119,-1.52195,0.431006,1,14
-1.27588,-1.78938,0.0383604,1,8
-0.315876,-0.442678,-0.105708,18,2
-1.19462,-1.6631,0.0357425,4,8
-0.312836,-0.435197,-0.104182,18,2
-1.03405,-1.43374,-0.0308559,1,7
-1.22035,-1.68646,0.0363359,5,8
-1.22062,-1.6856,0.109068,1,9
-0.341988,-0.472265,-0.113341,16,2
-0.999083,-1.37512,-0.0296691,1,7
-1.20974,-1.65957,0.0358472,1,8
-1.25004,-1.7136,0.111162,1,9
-0.304369,-0.417088,-0.100366,19,2
-0.98498,-1.3458,-0.0291106,1,7
-0.303497,-0.412859,-0.0996023,19,2
-0.980179,-1.32948,-0.0288314,3,7
-0.346915,-0.468658,-0.113341,16,2
-0.985774,-1.32783,-0.0288663,4,7
-1.3273,-1.78071,0.116395,1,9
-0.347375,-0.46587,-0.112959,16,2
-0.991601,-1.32598,-0.0289012,4,7
-1.33381,-1.77583,0.116395,1,9
-0.325494,-0.433202,-0.105327,18,2
-1.33087,-1.77127,0.193834,1,10
-1.00247,-1.33032,-0.0290757,5,7
-1.32313,-1.74886,0.11493,1,9
-0.3507,-0.463372,-0.112959,16,2
-1.33735,-1.76638,0.193834,1,10
-1.35825,-1.79267,0.276156,1,11
-1.00227,-1.32045,-0.0289361,5,7
-1.31713,-1.72835,0.113883,1,9
-0.352315,-0.462145,-0.112959,16,2
-1.32901,-1.74269,0.191743,1,10
-1.36418,-1.78816,0.276156,1,11
-0.992301,-1.29788,-0.0285172,4,7
-1.33744,-1.74299,0.115139,1,9
-1.32508,-1.72563,0.190348,1,10
-1.37042,-1.78338,0.276156,1,11
-1.01002,-1.31201,-0.0289012,4,7
-1.00841,-1.30567,0.0287965,1,8
-1.37039,-1.77307,0.117442,1,9
-0.355453,-0.459736,-0.112959,16,2
-1.35547,-1.75251,0.193834,1,10
-1.35689,-1.75371,0.272256,1,11
-1.37746,-1.77902,0.356358,1,12
-1.00601,-1.29741,-0.0286569,5,7
-1.0191,-1.31004,0.028971,2,8
-1.42532,-1.83157,0.121629,1,9
-0.356975,-0.458555,-0.112959,16,2
-1.36128,-1.74801,0.193834,1,10
-1.35812,-1.7427,0.271281,1,11
-1.37607,-1.76509,0.354481,1,12
-1.01523,-1.30037,-0.0287965,5,7
-1.01727,-1.29878,0.0287965,4,8
-1.43171,-1.82658,0.121629,1,9
-0.358574,-0.457306,-0.112959,16,2
-1.36737,-1.74325,0.193834,1,10
-1.35409,-1.72569,0.269331,1,11
-1.38222,-1.76028,0.354481,1,12
-1.01729,-1.29368,-0.0287267,5,7
-1.02203,-1.29504,0.0287965,4,8
-1.43839,-1.82132,0.121629,1,9
-0.360168,-0.456052,-0.112959,16,2
-1.39488,-1.76432,0.276156,1,11
-1.38866,-1.7552,0.354481,1,12
-1.40847,-1.77959,0.44115,1,13
-1.02079,-1.28837,-0.0286918,7,7
-1.30556,-1.64721,0.56319,1,15
-1.01659,-1.27894,0.0285172,4,8
-0.361837,-0.454729,-0.112959,16,2
-1.40102,-1.75944,0.276156,1,11
-1.38001,-1.7318,0.350726,1,12
-1.3856,-1.73758,0.431992,1,13
-1.02403,-1.28324,-0.0286569,9,7
-1.29443,-1.62151,0.555943,1,15
-1.02377,-1.27833,0.028587,5,8
-1.38585,-1.72859,0.193834,1,10
-1.40746,-1.75429,0.276156,1,11
-1.40335,-1.74854,0.355106,1,12
-1.37199,-1.70824,0.425886,1,13
-1.03351,-1.28589,-0.0287965,9,7
-1.03177,-1.2796,0.0286918,5,8
-1.45707,-1.80641,0.121629,1,9
-0.364924,-0.452255,-0.112959,16,2
-1.39158,-1.72398,0.193834,1,10
-1.40914,-1.74388,0.355106,1,12
-1.3974,-1.72811,0.431992,1,13
-1.41923,-1.75448,0.520987,1,14
-1.04406,-1.29023,-0.028971,10,7
-1.03979,-1.28083,0.0287965,5,8
-1.46337,-1.80132,0.121629,1,9
-1.43268,-1.7604,0.359486,1,12
-1.41304,-1.73564,0.435045,1,13
-1.40073,-1.7193,0.511989,1,14
-1.03972,-1.27573,-0.0287267,12,7
-1.04299,-1.27564,0.0287616,4,8
-1.45953,-1.78383,0.120791,1,9
-1.45123,-1.77306,0.200458,1,10
-1.38873,-1.69428,0.346972,1,12
-1.4166,-1.72767,0.434281,1,13
-1.40672,-1.7144,0.511989,1,14
-1.03274,-1.25818,-0.0284125,18,7
-1.05633,-1.2828,0.0290059,5,8
-1.47591,-1.79106,0.121629,1,9
-1.45995,-1.77106,0.200807,1,10
-1.41978,-1.71989,0.353229,1,12
-1.41542,-1.71338,0.431992,1,13
-1.40028,-1.69446,0.50749,1,14
-1.05115,-1.27152,-0.0287965,49,7
-1.05464,-1.27122,0.0288314,9,8
-1.48246,-1.78563,0.121629,1,9
-0.371281,-0.447051,-0.112959,16,2
-1.46134,-1.75956,0.20011,1,10
-1.48166,-1.7815,0.366995,1,12
-1.41164,-1.69611,0.428939,1,13
-1.42145,-1.70729,0.512888,1,14
-1.40725,-1.68903,0.589072,1,15
-1.06699,-1.27655,0.0290408,15,8
-1.48869,-1.78045,0.121629,1,9
-1.4959,-1.78781,0.203944,1,10
-1.49232,-1.78227,0.285418,1,11
-1.53353,-1.83083,0.378259,1,12
-1.43773,-1.71524,0.435045,1,13
-1.43271,-1.70804,0.514688,1,14
-1.0615,-1.2655,-0.0288314,165,7
-1.41313,-1.68411,0.589072,1,15
-1.0828,-1.28678,0.0293549,40,8
-1.49489,-1.77524,0.121629,1,9
-0.375658,-0.44595,-0.113341,16,2
-1.46619,-1.73992,0.199064,1,10
-1.48031,-1.75606,0.282006,1,11
-1.53991,-1.82547,0.378259,1,12
-1.46367,-1.73447,0.44115,1,13
-1.41573,-1.67648,0.50659,1,14
-1.06462,-1.26026,-0.0287965,216,7
-1.419,-1.67917,0.589072,1,15
-1.08729,-1.28299,0.0293549,96,8
-1.48269,-1.74895,0.120163,1,9
-0.377134,-0.444702,-0.113341,16,2
-1.47195,-1.73505,0.199064,1,10
-1.51984,-1.79023,0.288343,1,11
-1.46972,-1.72935,0.44115,1,13
-1.41905,-1.66856,0.50569,1,14
-1.06621,-1.25367,-0.0287267,242,7
-1.42457,-1.67445,0.589072,1,15
-1.48749,-1.74224,0.120059,2,9
-1.46505,-1.71475,0.197321,1,10
-1.53737,-1.79876,0.290537,1,11
-1.5523,-1.81494,0.378259,1,12
-1.47544,-1.72447,0.44115,1,13
-1.43471,-1.67568,0.509289,1,14
-1.07318,-1.25298,-0.0287965,242,7
-1.4304,-1.66947,0.589072,1,15
-1.08427,-1.26191,0.0290408,189,8
-1.50788,-1.7537,0.12121,2,9
-0.380153,-0.442124,-0.113341,16,2
-1.49672,-1.74009,0.200807,1,10
-1.53069,-1.77834,0.288099,1,11
-1.54573,-1.79455,0.37513,1,12
-1.48145,-1.71931,0.44115,1,13
-1.43292,-1.66181,0.50659,1,14
-1.08277,-1.25528,-0.0289361,242,7
-1.43622,-1.66446,0.589072,1,15
-1.09913,-1.27022,0.02932,189,8
-1.50092,-1.73332,0.120163,1,9
-0.381694,-0.440795,-0.113341,16,2
-1.47669,-1.70474,0.197321,1,10
-1.52389,-1.75798,0.285662,1,11
-1.54681,-1.78317,0.373878,1,12
-1.43104,-1.64797,0.50389,1,14
-1.09239,-1.25754,-0.0290757,235,7
-1.43188,-1.64778,0.584931,1,15
-1.1075,-1.27089,0.0294248,186,8
-0.348307,-0.399553,-0.122373,15,1
-1.48304,-1.70124,0.118279,1,9
-0.38323,-0.43946,-0.113341,16,2
-1.49311,-1.71159,0.198715,1,10
-1.49607,-1.71377,0.279325,1,11
-1.55531,-1.78101,0.374504,1,12
-1.44449,-1.65177,0.50659,1,14
-1.08997,-1.24638,-0.0289012,223,7
-1.44243,-1.64883,0.587002,1,15
-1.12226,-1.27924,0.029704,190,8
-0.34963,-0.398396,-0.122373,15,1
-1.48106,-1.68704,0.117651,1,9
-1.4833,-1.6884,0.196623,1,10
-1.50699,-1.71476,0.2803,1,11
-1.55108,-1.7637,0.372001,1,12
-1.42678,-1.62064,0.498492,1,14
-1.08242,-1.22906,-0.028587,185,7
-1.44562,-1.64089,0.585966,1,15
-1.12539,-1.27382,0.0296691,214,8
-0.351019,-0.397173,-0.122373,15,1
-1.4499,-1.63997,0.11472,1,9
-1.49681,-1.69243,0.197669,1,10
-1.51296,-1.70949,0.2803,1,11
-1.5389,-1.73757,0.367621,1,12
-1.48414,-1.67398,0.516488,1,14
-1.44108,-1.62427,0.581825,1,15
-1.12186,-1.26092,0.0294597,220,8
-1.37327,-1.54241,0.108231,1,9
-1.51066,-1.69612,0.198715,1,10
-1.53477,-1.72199,0.283224,1,11
-1.52917,-1.7145,0.363867,1,12
-1.50295,-1.68332,0.520987,1,14
-1.45447,-1.62788,0.584931,1,15
-0.340269,-0.379903,-0.136656,14,0
-1.12892,-1.25997,0.0295295,214,8
-0.335574,-0.374397,-0.116075,16,1
-1.35331,-1.50935,0.106242,2,9
-1.51657,-1.69084,0.198715,1,10
-1.52751,-1.70184,0.280787,1,11
-1.56419,-1.74148,0.37075,1,12
-1.59557,-1.77579,0.464048,1,13
-1.50882,-1.67807,0.520987,1,14
-1.10326,-1.22658,-0.0287965,12,7
-1.48598,-1.65151,0.595284,1,15
-1.13599,-1.25899,0.0295993,183,8
-0.334267,-0.37033,-0.115175,16,1
-1.36259,-1.50907,0.106556,3,9
-1.52246,-1.68553,0.198715,1,10
-1.52546,-1.68767,0.279325,1,11
-1.54641,-1.70964,0.365118,1,12
-1.57541,-1.7411,0.456415,1,13
-1.51467,-1.67279,0.520987,1,14
-1.09411,-1.2079,-0.0284474,20,7
-1.45931,-1.61052,0.582343,1,15
-0.324728,-0.357498,-0.12941,15,0
-0.338179,-0.372045,-0.116075,16,1
-1.37188,-1.50874,0.10687,4,9
-1.4908,-1.63894,0.193834,1,10
-1.54203,-1.69408,0.281274,1,11
-1.5497,-1.70131,0.364492,2,12
-1.57884,-1.73269,0.455652,1,13
-1.09562,-1.20112,-0.0283776,5,7
-1.47794,-1.61969,0.587519,1,15
-1.37309,-1.49952,0.106556,4,9
-1.49651,-1.63373,0.193834,1,10
-1.56403,-1.70624,0.284199,1,11
-1.56097,-1.70172,0.365744,2,12
-1.5716,-1.7127,0.451836,1,13
-1.16068,-1.26356,-0.0299483,1,7
-1.48098,-1.61168,0.586484,1,15
-0.332843,-0.361078,-0.113375,16,1
-1.39186,-1.5094,0.107603,4,9
-1.46708,-1.59042,0.189302,1,10
-1.55921,-1.6891,0.282249,1,11
-1.56959,-1.69916,0.36637,1,12
-1.57757,-1.7072,0.451836,1,13
-1.49446,-1.61501,0.58959,1,15
-0.394145,-0.424893,-0.155291,12,0
-1.13714,-1.22542,0.0291804,4,8
-0.360618,-0.388479,-0.122373,15,1
-1.39032,-1.49721,0.107079,4,9
-1.45364,-1.56485,0.186862,1,10
-1.54617,-1.6633,0.278837,1,11
-1.57282,-1.69078,0.365744,2,12
-1.5755,-1.69306,0.449546,1,13
-0.659703,-0.708188,-0.0168939,2,7
-1.5159,-1.62674,0.595801,1,15
-1.13458,-1.21414,0.0290059,3,8
-1.38736,-1.4836,0.106451,4,9
-1.20865,-1.29204,0.154789,1,10
-1.53569,-1.6405,0.275912,1,11
-1.57601,-1.68239,0.365118,1,12
-1.60019,-1.70761,0.454889,1,13
