x, y, z, intensity, ring
0.195868,0.458319,-0.133551,15,0
7.6454,17.8811,0.339449,6,8
0.230698,0.539299,-0.135421,27,1
8.59711,20.0876,1.14511,10,9
2.6256,6.13486,-1.29712,23,2
10.5371,24.6087,2.34205,25,10
3.00801,7.0216,-1.20986,26,3
10.1223,23.6172,3.15495,18,11
3.47511,8.10413,-1.08269,20,4
8.12462,18.9379,3.26385,19,12
4.14993,9.67318,-0.920888,22,5
8.65726,20.1697,4.26649,29,13
5.08079,11.8315,-0.67482,35,6
13.9212,32.4024,8.14188,11,14
6.54019,15.2154,-0.289082,94,7
8.19607,19.0585,5.55892,15,15
7.69272,17.8195,0.338786,2,8
0.239534,0.554592,-0.13947,13,1
9.44041,21.8469,1.24727,9,9
2.64077,6.11124,-1.29407,23,2
10.6277,24.5827,2.34309,51,10
3.02466,6.99293,-1.20674,26,3
10.7345,24.806,3.31875,50,11
3.4947,8.07191,-1.08001,20,4
8.22365,18.9856,3.27699,21,12
4.15437,9.59099,-0.914438,30,5
8.07499,18.6335,3.94746,15,13
5.11252,11.7917,-0.673564,35,6
7.47502,17.2325,4.33661,37,14
6.4834,14.9393,-0.284265,86,7
8.25255,19.0068,5.55219,24,15
0.208321,0.478193,-0.139762,14,0
8.06487,18.5038,0.352329,2,8
0.23991,0.55018,-0.13857,27,1
9.55815,21.909,1.25271,15,9
2.66523,6.10918,-1.29559,23,2
10.7007,24.5163,2.34031,51,10
3.03957,6.9606,-1.20298,28,3
10.802,24.7247,3.3129,40,11
3.51331,8.03783,-1.07708,19,4
8.28117,18.9368,3.27355,75,12
4.18223,9.56365,-0.913218,20,5
8.19272,18.7257,3.97303,26,13
5.12001,11.697,-0.669168,35,6
8.2387,18.8129,4.74152,24,14
6.4986,14.8324,-0.282659,86,7
8.34909,19.0468,5.57237,15,15
0.209989,0.477463,-0.139762,14,0
7.47062,16.9783,0.323777,10,8
0.240259,0.545772,-0.13767,27,1
11.0208,25.023,1.43296,12,9
2.67862,6.08187,-1.29178,23,2
10.7252,24.3402,2.32706,25,10
3.05747,6.93549,-1.20048,25,3
10.9186,24.7559,3.32216,20,11
3.52772,7.99465,-1.07294,20,4
8.35361,18.9223,3.27605,14,12
4.2003,9.51436,-0.909906,20,5
8.33655,18.8747,4.01081,18,13
5.12771,11.6041,-0.664876,35,6
7.66922,17.3474,4.3789,28,14
6.47915,14.6486,-0.279588,78,7
8.33969,18.8462,5.52216,25,15
0.205384,0.462602,-0.135621,15,0
7.55905,17.0179,0.325034,20,8
0.237414,0.534245,-0.134971,28,1
9.85954,22.1866,1.27239,11,9
2.69744,6.06711,-1.29063,23,2
10.9469,24.6103,2.35652,45,10
3.07524,6.91034,-1.19798,28,3
11.131,25.0005,3.36018,20,11
3.54614,7.96477,-1.0705,16,4
9.29161,20.8595,3.61677,12,12
4.22538,9.48145,-0.908163,20,5
8.44476,18.9406,4.03103,22,13
5.15843,11.5643,-0.66362,35,6
7.71638,17.2988,4.37305,15,14
6.47309,14.5047,-0.277249,88,7
8.4368,18.8961,5.54494,13,15
0.205337,0.458392,-0.134586,15,0
7.61382,16.9891,0.324964,12,8
0.241576,0.538789,-0.13632,27,1
9.19437,20.5063,1.17777,8,9
2.71032,6.04201,-1.2872,23,2
11.0627,24.6502,2.36384,32,10
3.09166,6.88568,-1.19547,31,3
11.2707,25.0902,3.37724,10,11
3.56603,7.93848,-1.06855,19,4
11.1632,24.8394,4.31321,18,12
4.24536,9.44194,-0.905722,22,5
8.47933,18.8498,4.01767,12,13
