x, y, z, intensity, ring
2.68289,-0.863097,0.423876,14,32765
2.73652,-0.889909,0.433169,14,32765
2.75245,-0.904741,0.436308,15,32765
2.67432,-0.888775,0.424937,14,32765
2.70885,-0.910253,0.430897,14,32765
2.79945,-0.95087,0.446148,14,32765
2.72149,-0.934397,0.434134,14,32765
2.70905,-0.940126,0.432693,15,32765
2.73391,-0.958956,0.437056,14,32765
2.65616,-0.941544,0.42521,14,32765
2.73689,-0.9801,0.438704,15,32765
2.63143,-0.951844,0.422457,14,32765
2.73985,-1.00098,0.440218,13,32765
2.75511,-1.01673,0.44331,14,32765
2.8352,-1.05685,0.456404,14,32765
2.72994,-1.02774,0.440093,13,32765
2.82825,-1.0753,0.456451,13,32765
2.86165,-1.09864,0.462534,14,32765
2.87653,-1.1151,0.465329,15,32765
2.87288,-1.12448,0.465322,14,32765
2.72199,-1.07577,0.4417,12,32765
2.60822,-1.0407,0.423931,12,32765
2.83412,-1.14159,0.461145,14,32765
2.85783,-1.16191,0.466033,14,32765
8.43394,-3.46122,1.37733,31,32765
8.48644,-3.51524,1.38834,33,32765
8.46562,-3.53959,1.38671,36,32765
8.49918,-3.58699,1.39513,35,32765
8.48707,-3.61495,1.39668,36,32765
8.5021,-3.65474,1.40239,35,32765
8.50812,-3.69053,1.40583,35,32765
8.53206,-3.73432,1.41252,35,32765
8.53769,-3.77012,1.41693,34,32765
8.54335,-3.80595,1.42038,34,32765
8.54866,-3.84205,1.42459,34,32765
8.55386,-3.87799,1.42921,33,32765
8.55878,-3.91432,1.4338,31,32765
8.50985,-3.92601,1.42805,12,32765
8.55921,-3.98323,1.44095,23,32765
8.58167,-4.02817,1.44807,34,32765
8.58607,-4.06456,1.45286,34,32765
8.60787,-4.11028,1.46035,35,32765
8.60275,-4.14351,1.46277,35,32765
8.5974,-4.17662,1.46611,34,32765
8.63648,-4.23118,1.47689,33,32765
8.63134,-4.26339,1.48022,34,32765
8.64398,-4.30417,1.48616,32,32765
8.63834,-4.33675,1.49001,34,32765
8.63247,-4.36979,1.49313,33,32765
8.64378,-4.41228,1.49974,32,32765
8.66361,-4.45938,1.50845,32,32765
8.68309,-4.50688,1.51723,33,32765
8.65013,-4.5267,1.51615,33,32765
8.68721,-4.5832,1.5265,33,32765
8.67151,-4.6122,1.52845,32,32765
8.68202,-4.65443,1.53613,33,32765
8.71851,-4.71117,1.54705,32,32765
8.71994,-4.7493,1.55215,32,32765
8.71277,-4.78253,1.55522,31,32765
8.73102,-4.83048,1.56386,33,32765
8.73209,-4.86846,1.56943,32,32765
8.73288,-4.90713,1.57365,32,32765
8.73361,-4.94548,1.57858,26,32765
8.68245,-4.95472,1.57487,12,32765
8.73423,-5.02282,1.58887,27,32765
8.76861,-5.08091,1.60107,31,32765
8.75983,-5.11506,1.6045,32,32765
8.80216,-5.17899,1.61731,29,32765
8.78487,-5.20794,1.6183,30,32765
8.78415,-5.24716,1.62346,30,32765
8.79204,-5.29107,1.62993,31,32765
8.80798,-5.34057,1.63789,30,32765
8.8236,-5.38997,1.64717,32,32765
8.8392,-5.43978,1.65455,30,32765
8.83765,-5.47942,1.65916,29,32765
8.84448,-5.5237,1.66659,29,32765
8.87653,-5.58384,1.67702,30,32765
8.87473,-5.62312,1.68206,30,32765
8.87287,-5.66232,1.68698,29,32765
8.8789,-5.70727,1.69358,31,32765
8.87668,-5.74679,1.69797,29,32765
8.9071,-5.80814,1.70937,28,32765
8.92104,-5.85862,1.71685,30,32765
8.9265,-5.90378,1.72293,30,32765
8.92344,-5.94359,1.72788,31,32765
8.91208,-5.978,1.73069,21,32765
8.93318,-6.03472,1.73978,13,32765
8.95419,-6.09134,1.74898,28,32765
8.94234,-6.12588,1.75172,28,32765
8.96289,-6.18275,1.76099,30,32765
8.98351,-6.23921,1.77069,28,32765
8.97965,-6.27934,1.77363,28,32765
8.96716,-6.31383,1.77698,30,32765
9.0353,-6.40558,1.79453,29,32765
9.03082,-6.44582,1.79814,30,32765
9.04224,-6.49747,1.80531,29,32765
9.03774,-6.5375,1.80844,29,32765
9.04115,-6.58332,1.81282,30,32765
9.06804,-6.64677,1.82296,30,32765
9.08688,-6.7048,1.82973,30,32765
9.08165,-6.74512,1.83265,31,32765
2.62048,-0.8434,0.387516,15,32765
2.61775,-0.851679,0.387869,17,32765
2.65264,-0.872346,0.393607,15,32765
2.58392,-0.859147,0.38436,16,32765
2.58105,-0.86774,0.384356,15,32765
2.58753,-0.879339,0.38607,15,32765
2.59399,-0.891088,0.387396,16,32765
2.64715,-0.919139,0.395836,16,32765
2.59737,-0.911564,0.388736,15,32765
2.56633,-0.910216,0.384625,16,32765
2.62862,-0.941872,0.39448,16,32765
2.63488,-0.953651,0.396046,17,32765
2.65973,-0.972292,0.400097,16,32765
2.65654,-0.980949,0.4002,16,32765
2.69045,-1.00352,0.405476,17,32765
2.5945,-0.97737,0.391585,17,32765
2.63757,-1.00345,0.398529,17,32765
2.66201,-1.02266,0.402833,16,32765
2.63099,-1.0206,0.398464,16,32765
2.72906,-1.06892,0.413838,17,32765
