x, y, z, intensity, ring
5.3846,-1.73225,0.850727,17,32765
0,-0,0,0,32765
5.47672,-1.80022,0.868149,15,32765
0,-0,0,0,32765
5.32397,-1.78901,0.846883,15,32765
0,-0,0,0,32765
5.20918,-1.78852,0.830972,14,32765
0,-0,0,0,32765
5.20657,-1.82627,0.832346,15,32765
0,-0,0,0,32765
5.32483,-1.90686,0.853533,16,32765
0,-0,0,0,32765
5.36824,-1.96124,0.862529,17,32765
0,-0,0,0,32765
5.42024,-2.02045,0.872538,15,32765
0,-0,0,0,32765
5.30527,-2.01707,0.856218,16,32765
0,-0,0,0,32765
5.19988,-2.01577,0.841172,14,32765
0,-0,0,0,32765
5.31524,-2.10065,0.86251,16,32765
0,-0,0,0,32765
5.3197,-2.14279,0.865579,16,32765
0,-0,0,0,32765
5.3604,-2.19986,0.875397,14,32765
5.32572,-2.20601,0.871265,17,32765
0,-0,0,0,32765
0,-0,0,0,32765
5.32147,-2.26661,0.875734,15,32765
0,-0,0,0,32765
5.16111,-2.23871,0.852793,16,32765
0,-0,0,0,32765
5.25466,-2.32038,0.872072,15,32765
5.24703,-2.33748,0.872347,15,32765
5.18511,-2.33036,0.864069,12,32765
5.0873,-2.30638,0.850005,11,32765
0,-0,0,0,32765
0,-0,0,0,32765
5.17138,-2.40662,0.870604,14,32765
0,-0,0,0,32765
5.26243,-2.49118,0.890463,16,32765
0,-0,0,0,32765
5.37894,-2.59077,0.914612,16,32765
0,-0,0,0,32765
5.21917,-2.55697,0.892507,17,32765
0,-0,0,0,32765
5.22885,-2.60365,0.898997,16,32765
0,-0,0,0,32765
5.15832,-2.61116,0.89222,18,32765
0,-0,0,0,32765
5.26319,-2.7091,0.916393,15,32765
0,-0,0,0,32765
5.21809,-2.73068,0.914601,17,32765
0,-0,0,0,32765
5.34772,-2.84434,0.942596,18,32765
0,-0,0,0,32765
5.08507,-2.74779,0.90232,17,32765
0,-0,0,0,32765
5.15318,-2.82863,0.919838,16,32765
0,-0,0,0,32765
5.1685,-2.88163,0.928942,16,32765
0,-0,0,0,32765
5.07168,-2.87188,0.916695,14,32765
0,-0,0,0,32765
5.17203,-2.9743,0.940862,16,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
5.1061,-3.02705,0.940619,15,32765
0,-0,0,0,32765
5.22107,-3.14205,0.967919,13,32765
5.22736,-3.16952,0.972058,13,32765
5.18292,-3.16603,0.967535,13,32765
5.16391,-3.17795,0.966597,13,32765
5.19516,-3.22104,0.975329,13,32765
5.22628,-3.26401,0.984801,13,32765
5.18215,-3.25987,0.979054,14,32765
5.20473,-3.29777,0.986472,14,32765
5.19388,-3.31453,0.987499,14,32765
5.21604,-3.35282,0.994918,14,32765
5.24644,-3.39656,1.00356,14,32765
5.26818,-3.43527,1.01102,14,32765
5.22389,-3.43063,1.00534,14,32765
