x, y, z, intensity, ring
2.36282,-0.760131,0.373308,18,32765
2.36977,-0.770643,0.375115,19,32765
2.39548,-0.787402,0.379722,17,32765
2.38343,-0.792101,0.378716,17,32765
2.37142,-0.796865,0.377221,19,32765
2.39685,-0.814123,0.381986,17,32765
2.39417,-0.822013,0.381919,18,32765
2.36341,-0.820179,0.377487,17,32765
2.37001,-0.831314,0.378882,17,32765
2.31133,-0.819309,0.370007,17,32765
2.41107,-0.863421,0.386477,17,32765
2.43616,-0.881212,0.391108,18,32765
2.37763,-0.868645,0.38202,17,32765
2.31912,-0.855832,0.373156,17,32765
2.3534,-0.877253,0.378845,17,32765
2.33202,-0.877934,0.375944,16,32765
2.30142,-0.875,0.371426,17,32765
2.42779,-0.932069,0.392408,17,32765
2.32335,-0.900661,0.375843,16,32765
2.38486,-0.933463,0.386277,16,32765
2.30817,-0.912221,0.37455,16,32765
2.40618,-0.960086,0.391091,16,32765
2.43055,-0.979034,0.39548,16,32765
2.37236,-0.964532,0.386867,16,32765
2.39663,-0.983557,0.391389,16,32765
2.39338,-0.991381,0.391546,16,32765
2.44481,-1.02221,0.400473,16,32765
2.41402,-1.01881,0.396259,17,32765
2.3651,-1.00738,0.389215,17,32765
2.43436,-1.04644,0.401538,17,32765
2.4581,-1.06624,0.406163,17,32765
2.37304,-1.03863,0.392865,16,32765
2.40575,-1.06234,0.399262,16,32765
2.38419,-1.06212,0.396385,16,32765
2.42573,-1.0902,0.404234,17,32765
2.40409,-1.08992,0.401684,17,32765
2.34647,-1.07315,0.393089,17,32765
2.44164,-1.12645,0.409735,16,32765
2.44677,-1.13866,0.411915,16,32765
2.43401,-1.14251,0.410715,18,32765
2.34084,-1.10813,0.396097,17,32765
2.3995,-1.14577,0.407083,17,32765
2.4134,-1.16241,0.410364,17,32765
2.36495,-1.1489,0.403294,17,32765
2.35218,-1.15238,0.402235,16,32765
2.4104,-1.1906,0.413367,17,32765
2.37997,-1.18508,0.409188,17,32765
2.38482,-1.19726,0.411352,16,32765
2.3984,-1.21408,0.414844,17,32765
2.3854,-1.21765,0.413881,16,32765
2.41632,-1.24374,0.420715,17,32765
2.41197,-1.25191,0.421453,17,32765
2.40768,-1.25996,0.422005,16,32765
2.39466,-1.26338,0.420785,16,32765
2.47757,-1.31777,0.4367,17,32765
2.40345,-1.28849,0.425249,17,32765
2.43388,-1.31518,0.43188,16,32765
2.44679,-1.33264,0.435529,16,32765
2.43369,-1.33587,0.434411,16,32765
2.3859,-1.32001,0.427352,16,32765
2.46776,-1.37587,0.443535,16,32765
2.45451,-1.37922,0.442298,16,32765
2.44988,-1.38726,0.44281,16,32765
2.45374,-1.40025,0.445073,16,32765
2.49182,-1.43298,0.453296,17,32765
2.46136,-1.42622,0.449423,17,32765
2.47356,-1.44437,0.453073,17,32765
2.45166,-1.4425,0.450469,16,32765
2.51482,-1.49086,0.463266,16,32765
2.50128,-1.49412,0.462279,15,32765
2.42014,-1.45645,0.448663,16,32765
2.43212,-1.47467,0.452266,15,32765
2.46083,-1.50322,0.459383,17,32765
2.50626,-1.54239,0.46913,16,32765
2.44231,-1.51426,0.458515,16,32765
2.45401,-1.53262,0.462414,16,32765
