x, y, z, intensity, ring
1.2426,-0.39975,0.196322,17,32765
1.2319,-0.400612,0.195,17,32765
1.23062,-0.404509,0.195073,17,32765
1.23863,-0.411643,0.196813,17,32765
1.23726,-0.415756,0.196811,18,32765
1.24524,-0.422962,0.198454,17,32765
1.20644,-0.414217,0.192451,17,32765
1.2144,-0.421436,0.193966,17,32765
1.22233,-0.428748,0.195407,17,32765
1.2209,-0.43278,0.195447,17,32765
1.23811,-0.443379,0.198461,16,32765
1.20878,-0.437243,0.194061,18,32765
1.20739,-0.441109,0.193994,18,32765
1.22449,-0.451879,0.197026,18,32765
1.21376,-0.452442,0.195389,18,32765
1.19377,-0.449419,0.192447,18,32765
1.22927,-0.467369,0.198392,18,32765
1.20928,-0.464263,0.195458,18,32765
1.18933,-0.461053,0.192396,18,32765
1.19703,-0.468534,0.193884,18,32765
1.18627,-0.468831,0.192498,18,32765
1.17554,-0.46905,0.191068,18,32765
1.20152,-0.483975,0.195502,17,32765
1.19076,-0.484128,0.19418,18,32765
1.16172,-0.476762,0.189719,18,32765
1.16928,-0.484339,0.19129,17,32765
1.15855,-0.484406,0.189777,18,32765
1.18424,-0.499795,0.194391,17,32765
1.20074,-0.511441,0.197601,18,32765
1.17176,-0.503698,0.193278,18,32765
1.18823,-0.515415,0.196337,17,32765
1.1684,-0.511388,0.193434,17,32765
1.13956,-0.503215,0.189124,16,32765
1.12888,-0.5029,0.187682,16,32765
1.13621,-0.510652,0.189344,17,32765
1.14352,-0.518426,0.191063,17,32765
1.15076,-0.526295,0.192779,17,32765
1.12208,-0.517671,0.188297,17,32765
1.09343,-0.508852,0.184079,17,32765
1.12752,-0.529249,0.190258,17,32765
1.11681,-0.528689,0.188978,18,32765
1.14177,-0.545198,0.193705,18,32765
1.10429,-0.531879,0.187768,18,32765
1.12024,-0.544213,0.191034,17,32765
1.10064,-0.539225,0.188216,18,32765
1.12544,-0.555904,0.193006,18,32765
1.11478,-0.555093,0.191664,18,32765
1.12175,-0.563157,0.193488,17,32765
1.10221,-0.55794,0.190645,17,32765
1.11788,-0.570631,0.193959,18,32765
1.08954,-0.560815,0.189704,17,32765
1.14897,-0.596365,0.200765,17,32765
1.11191,-0.581873,0.19489,17,32765
1.1012,-0.580969,0.1935,18,32765
1.1341,-0.603205,0.199898,18,32765
1.08852,-0.583554,0.192594,18,32765
1.08655,-0.587135,0.192803,17,32765
1.1106,-0.604886,0.197687,17,32765
1.06528,-0.584742,0.190151,17,32765
1.08057,-0.597832,0.193547,18,32765
1.11308,-0.620585,0.200056,17,32765
1.08515,-0.609762,0.195542,17,32765
1.1003,-0.623052,0.198876,18,32765
1.0896,-0.621788,0.197637,18,32765
1.05325,-0.605693,0.191599,17,32765
1.09394,-0.633876,0.199744,18,32765
1.06619,-0.622573,0.19529,17,32765
1.08112,-0.636104,0.198644,18,32765
1.062,-0.629587,0.195636,17,32765
1.0853,-0.648298,0.200582,17,32765
1.08314,-0.651836,0.2008,17,32765
1.06405,-0.64517,0.197866,16,32765
1.07029,-0.653798,0.1998,17,32765
1.09334,-0.672856,0.204654,17,32765
1.11625,-0.692082,0.209562,16,32765
