x, y, z, intensity, ring
0.480096,-0.154449,0.0758515,14,32765
0.507807,-0.165138,0.0803818,14,32765
0.53546,-0.176008,0.084879,14,32765
0.487947,-0.162162,0.0775325,14,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0.495102,-0.171816,0.0790784,14,32765
0.4852,-0.17019,0.0775663,15,32765
0.438034,-0.155272,0.0701223,14,32765
0.493384,-0.176685,0.0790861,14,32765
0.520707,-0.188351,0.0835956,14,32765
0.473668,-0.17305,0.0761055,14,32765
0.500929,-0.18486,0.0806017,14,32765
0.491064,-0.183049,0.0790504,13,32765
0.490464,-0.184645,0.0790675,13,32765
0.425161,-0.161647,0.0686168,13,32765
0.461557,-0.177199,0.0746023,13,32765
0,-0,0,0,32765
0.451189,-0.176601,0.0730795,13,32765
0.505775,-0.199889,0.0820727,13,32765
0.486746,-0.194216,0.0791139,12,32765
0,-0,0,0,32765
0.393867,-0.160135,0.0642289,13,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0.537876,-0.272275,0.0930349,15,32765
0.545738,-0.278576,0.0946885,15,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0.592154,-0.317453,0.104771,13,32765
0.582393,-0.314704,0.103343,13,32765
0.494564,-0.269364,0.0880324,13,32765
0.562952,-0.30901,0.100487,12,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0.490161,-0.157758,0.072485,14,32765
0.470818,-0.15318,0.0697606,15,32765
0.479732,-0.157765,0.0711842,15,32765
0.451011,-0.14996,0.0670884,14,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0.477048,-0.16564,0.0713345,13,32765
0.495182,-0.173787,0.0741115,14,32765
0.475938,-0.168804,0.0713304,14,32765
0.466068,-0.166999,0.0699432,14,32765
