x, y, z, intensity, ring
7.46502,-2.40153,1.17942,12,32765
7.45724,-2.42508,1.18042,13,32765
7.42128,-2.4394,1.17639,13,32765
7.4318,-2.46986,1.18088,12,32765
7.3767,-2.47879,1.17341,11,32765
7.33099,-2.49007,1.16834,11,32765
7.32278,-2.5142,1.16813,11,32765
7.23036,-2.50916,1.15484,11,32765
7.34331,-2.57576,1.17394,11,32765
7.29745,-2.58677,1.16821,11,32765
7.28905,-2.61027,1.16838,11,32765
7.2806,-2.63355,1.16885,11,32765
7.18861,-2.6263,1.15501,11,32765
7.26348,-2.68047,1.16873,11,32765
7.21772,-2.69047,1.16189,11,32765
7.24591,-2.72787,1.16811,11,32765
7.06137,-2.68474,1.13964,11,32765
7.1449,-2.74305,1.15484,11,32765
7.04381,-2.73058,1.13946,11,32765
7.17298,-2.8076,1.16181,11,32765
7.11763,-2.81298,1.15499,11,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
6.88802,-2.82679,1.12487,11,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,12,32765
0,-0,0,13,32765
0,-0,0,14,32765
0,-0,0,15,32765
0,-0,0,16,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,11,32765
0,-0,0,12,32765
0,-0,0,12,32765
0,-0,0,13,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,12,32765
0,-0,0,13,32765
0,-0,0,13,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
6.17905,-3.58041,1.12824,13,32765
6.13273,-3.58104,1.12331,12,32765
5.89932,-3.47102,1.08394,13,32765
5.58188,-3.30911,1.02826,19,32765
5.5452,-3.3124,1.02485,21,32765
5.49185,-3.30501,1.01812,21,32765
5.52293,-3.34874,1.02702,20,32765
5.57058,-3.40284,1.0399,20,32765
5.49191,-3.37981,1.02799,22,32765
0,-0,0,0,32765
5.46917,-3.4157,1.03057,18,32765
5.45798,-3.43338,1.03117,22,32765
5.41325,-3.42989,1.02599,19,32765
5.26879,-3.36234,1.00174,21,32765
5.42369,-3.4863,1.03452,19,32765
5.3459,-3.46095,1.02259,19,32765
5.27645,-3.44066,1.01261,19,32765
5.32292,-3.49566,1.02439,19,32765
5.33614,-3.5292,1.02994,17,32765
5.2834,-3.51909,1.02304,20,32765
5.30461,-3.5582,1.03014,15,32765
0,-0,0,0,32765
5.2811,-3.59261,1.03153,19,32765
0,-0,0,0,32765
5.13558,-3.54261,1.00902,20,32765
0,-0,0,0,32765
5.18554,-3.62618,1.02423,14,32765
5.43195,-3.82467,1.07642,11,32765
5.64505,-4.00206,1.12118,12,32765
5.63221,-4.02004,1.12144,12,32765
5.62735,-4.04364,1.12352,12,32765
5.5746,-4.03242,1.11547,12,32765
5.59387,-4.07317,1.12161,13,32765
5.56502,-4.0791,1.11875,12,32765
5.53632,-4.085,1.11479,12,32765
5.49178,-4.07886,1.10822,13,32765
7.55037,-2.43008,1.11655,11,32765
7.50484,-2.44168,1.11198,11,32765
7.43115,-2.44381,1.10266,11,32765
7.56383,-2.51496,1.12513,11,32765
7.39587,-2.48647,1.10135,11,32765
7.45321,-2.53288,1.11205,11,32765
7.41675,-2.5478,1.10764,11,32765
7.45504,-2.58853,1.11478,11,32765
7.35299,-2.58058,1.10049,11,32765
7.34438,-2.60487,1.10073,11,32765
7.33591,-2.62856,1.10091,11,32765
7.25291,-2.62507,1.09017,11,32765
7.24451,-2.6483,1.08977,11,32765
7.18936,-2.65474,1.08306,11,32765
7.14362,-2.66451,1.07661,11,32765
7.17193,-2.70173,1.08245,11,32765
7.12606,-2.71108,1.07673,11,32765
7.20036,-2.76616,1.08961,11,32765
7.0252,-2.72519,1.06397,11,32765
7.09924,-2.78063,1.07654,11,32765
7.08995,-2.80398,1.07717,11,32765
6.99789,-2.79418,1.06495,11,32765
6.98874,-2.81709,1.06469,11,32765
7.06198,-2.87327,1.0783,11,32765
6.93344,-2.84751,1.06021,12,32765
6.9423,-2.87777,1.06347,11,32765
6.93271,-2.90085,1.06336,11,32765
6.94112,-2.93166,1.06693,11,32765
6.89478,-2.93901,1.06259,12,32765
6.88485,-2.96185,1.06357,12,32765
6.87501,-2.9845,1.06394,12,32765
6.82878,-2.99122,1.05887,11,32765
6.76447,-2.98951,1.05155,12,32765
6.80888,-3.03574,1.06035,12,32765
6.68134,-3.00529,1.04299,11,32765
6.75246,-3.06386,1.05696,11,32765
6.69713,-3.06548,1.05113,11,32765
6.65096,-3.07103,1.0457,12,32765
6.59563,-3.07207,1.04045,11,32765
6.65702,-3.12746,1.05262,11,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,26,32765
0,-0,0,12,32765
0,-0,0,12,32765
0,-0,0,13,32765
0,-0,0,14,32765
0,-0,0,15,32765
0,-0,0,0,32765
