x, y, z, intensity, ring
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
1.68285,-0.665085,0.273078,17,32765
1.66228,-0.663265,0.270182,18,32765
1.58674,-0.639143,0.258181,17,32765
1.65791,-0.674055,0.270359,19,32765
1.63739,-0.671972,0.267399,19,32765
1.66258,-0.688669,0.27199,19,32765
1.64204,-0.686559,0.268975,20,32765
1.63971,-0.692023,0.269157,19,32765
1.61918,-0.68967,0.266463,20,32765
1.62594,-0.69893,0.268191,20,32765
1.63269,-0.708203,0.269776,20,32765
1.62127,-0.709601,0.268408,20,32765
1.58273,-0.69891,0.262672,19,32765
1.58043,-0.70406,0.262755,19,32765
1.59611,-0.717344,0.265983,19,32765
1.57571,-0.714367,0.263276,18,32765
1.56431,-0.715432,0.262059,17,32765
1.62477,-0.749587,0.272654,18,32765
1.58637,-0.738253,0.267066,18,32765
1.58389,-0.743469,0.267267,18,32765
1.57248,-0.744394,0.266081,19,32765
1.58777,-0.758166,0.269371,18,32765
1.54956,-0.746347,0.263481,18,32765
1.53811,-0.747214,0.262293,18,32765
1.57108,-0.769701,0.268663,16,32765
1.58625,-0.783518,0.272032,14,32765
1.64563,-0.819423,0.282933,15,32765
1.63404,-0.820347,0.281852,15,32765
1.61363,-0.816824,0.279105,14,32765
1.602,-0.817755,0.277957,14,32765
1.6431,-0.845745,0.286086,14,32765
1.6226,-0.842195,0.283523,14,32765
1.65473,-0.865937,0.290033,13,32765
1.67801,-0.885286,0.294857,14,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,11,32765
0,-0,0,11,32765
0,-0,0,0,32765
0,-0,0,11,32765
0,-0,0,11,32765
0,-0,0,11,32765
0,-0,0,12,32765
0,-0,0,11,32765
0,-0,0,0,32765
10.9445,-6.63603,2.0352,11,32765
0,-0,0,0,32765
10.5717,-6.506,1.97885,11,32765
10.6757,-6.61901,2.00423,14,32765
10.6368,-6.64309,2.00432,14,32765
10.59,-6.6617,2.00074,15,32765
10.5346,-6.67481,1.99666,17,32765
10.5459,-6.72998,2.00507,17,32765
10.4902,-6.74302,2.00093,17,32765
10.5012,-6.79849,2.00871,17,32765
10.4288,-6.80043,2.00141,19,32765
10.423,-6.845,2.00591,19,32765
10.3841,-6.86778,2.00426,19,32765
10.3614,-6.90135,2.00631,20,32765
10.3141,-6.91842,2.00295,19,32765
10.3157,-6.96867,2.00903,20,32765
10.3418,-7.0353,2.02002,20,32765
10.2698,-7.03528,2.01176,18,32765
10.2468,-7.0684,2.01324,19,32765
10.1997,-7.08386,2.0104,19,32765
10.2012,-7.13356,2.01491,19,32765
10.1778,-7.16628,2.01689,18,32765
10.1546,-7.19914,2.01685,20,32765
10.1155,-7.22001,2.01411,20,32765
10.1244,-7.27509,2.02137,20,32765
10.0935,-7.30117,2.01969,21,32765
10.0466,-7.31545,2.01442,20,32765
10.0393,-7.35872,2.01823,22,32765
10.0162,-7.39052,2.01686,21,32765
10.0009,-7.42787,2.01815,21,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,24,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
1.62331,-0.711061,0.251709,12,32765
1.8111,-0.800403,0.28154,12,32765
1.5372,-0.68536,0.23939,12,32765
1.63422,-0.735079,0.25511,13,32765
1.55063,-0.703583,0.242719,14,32765
1.55726,-0.712807,0.244417,15,32765
1.59084,-0.734558,0.25012,18,32765
1.55244,-0.723085,0.244895,19,32765
1.58586,-0.745035,0.250759,19,32765
1.55653,-0.73749,0.24683,19,32765
1.59866,-0.76404,0.254192,19,32765
1.54255,-0.743634,0.245834,19,32765
1.57561,-0.766119,0.251853,20,32765
1.56412,-0.766986,0.250734,19,32765
1.52609,-0.75449,0.245357,19,32765
1.55906,-0.777032,0.251312,20,32765
1.52107,-0.764341,0.246011,19,32765
1.58028,-0.800693,0.256317,19,32765
1.5687,-0.801511,0.255255,18,32765
1.57472,-0.811317,0.257162,17,32765
1.55432,-0.807525,0.254765,16,32765
1.61291,-0.844864,0.26521,15,32765
1.64504,-0.868734,0.271192,13,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,11,32765
0,-0,0,11,32765
0,-0,0,0,32765
10.8388,-6.57916,1.89384,11,32765
10.9347,-6.68692,1.91824,11,32765
10.7944,-6.65042,1.89885,11,32765
10.7047,-6.64446,1.88878,12,32765
10.7832,-6.74207,1.90986,11,32765
10.6188,-6.6874,1.88578,11,32765
10.63,-6.743,1.89397,12,32765
10.6495,-6.80391,1.90352,12,32765
10.552,-6.79054,1.89232,12,32765
10.571,-6.8517,1.90124,12,32765
10.4405,-6.81602,1.88406,13,32765
10.4594,-6.87701,1.89286,15,32765
10.4286,-6.9054,1.8929,17,32765
10.3811,-6.92272,1.89048,20,32765
10.3336,-6.93988,1.88741,22,32765
10.3679,-7.01245,1.89921,24,32765
10.3531,-7.05156,1.90214,25,32765
10.3054,-7.06833,1.89896,26,32765
10.3067,-7.11849,1.90496,24,32765
10.2593,-7.13416,1.90241,26,32765
10.2526,-7.17847,1.90514,27,32765
10.1967,-7.18864,1.90111,26,32765
10.1976,-7.23878,1.9056,27,32765
10.1743,-7.27132,1.90606,28,32765
10.151,-7.3036,1.90693,28,32765
10.1119,-7.32401,1.90384,29,32765
10.1208,-7.37913,1.9094,28,32765
10.0496,-7.37593,1.90097,28,32765
10.0423,-7.41957,1.90262,28,32765
10.0189,-7.45117,1.90231,28,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
1.54791,-0.734853,0.238471,17,32765
1.50075,-0.71858,0.231909,18,32765
1.55183,-0.74941,0.240411,18,32765
1.5493,-0.754572,0.240612,18,32765
1.56452,-0.768423,0.243714,19,32765
1.56196,-0.773575,0.243832,19,32765
1.53279,-0.765411,0.239997,19,32765
1.53025,-0.770406,0.240211,19,32765
1.51883,-0.770954,0.239124,19,32765
1.52503,-0.78052,0.240749,19,32765
1.50477,-0.776526,0.238272,18,32765
1.4845,-0.772456,0.235946,17,32765
1.53448,-0.805047,0.244464,17,32765
1.54043,-0.814843,0.246389,16,32765
1.49402,-0.796633,0.239549,15,32765
1.43901,-0.773433,0.231384,12,32765
1.55833,-0.844073,0.251473,11,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
10.9454,-6.795,1.88305,11,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
10.6391,-6.84841,1.869,12,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
10.4716,-6.93729,1.87331,12,32765
10.465,-6.98177,1.8806,14,32765
10.4003,-6.98818,1.87841,18,32765
10.3276,-6.98851,1.87423,18,32765
10.2793,-7.00561,1.87434,20,32765
10.2962,-7.06725,1.88654,19,32765
10.2562,-7.08912,1.88867,19,32765
10.2084,-7.10472,1.88883,19,32765
10.2579,-7.18781,1.90776,19,32765
10.1855,-7.18615,1.90457,22,32765
10.1611,-7.21902,1.91039,20,32765
10.1202,-7.24074,1.9136,20,32765
10.119,-7.2913,1.92542,21,32765
10.0304,-7.27761,1.91802,20,32765
10.0455,-7.33876,1.93339,20,32765
10.0206,-7.37122,1.93906,22,32765
9.99543,-7.40306,1.94788,20,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
0,-0,0,0,32765
1.60443,-0.782258,0.232097,11,32765
1.61068,-0.791944,0.233733,11,32765
1.51031,-0.748805,0.219643,13,32765
1.53441,-0.767056,0.223842,14,32765
1.52301,-0.767602,0.222761,15,32765
1.52043,-0.772617,0.223064,16,32765
